NEGERI,KATEGORI,kodPAR,namaPAR,kodDUN,namaDUN,KODLOKALITI,KOD AND DM ,NAMA DAERAH MENGUNDI,TEMPAT MENGUNDI,SALURAN,KERTAS UNDI DALAM TONG UNDI,UNDI BAIK,UNDI ROSAK,UNDI TIDAK DILETAK BALIK,BN,BN_CALON,BN_VOTE,PR_1,PR_1_CALON,PR_1_VOTE,PR_2,PR_2_CALON,PR_2_VOTE,OTHER1,OTHER1_CALON,OTHER1_VOTE,OTHER2,OTHER2_CALON,OTHER2_VOTE,OTHER3,OTHER3_CALON,OTHER3_VOTE,OTHER4,OTHER4_CALON,OTHER4_VOTE,OTHER5,OTHER5_CALON,OTHER5_VOTE
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N01,TANAH RATA,078/01/01,LADANG SUNGAI PALAS 078/01/01,LADANG SUNGAI PALAS,SEK. JENIS KEB. (T) LADANG SUNGAI PALAS,,153,142,11,0,GERAKAN,HO YIP KAP,91,DAP,LEONG NGAH NGAH,43,,,0,BEBAS,CHEAM MAY CHOO,8,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N01,TANAH RATA,078/01/02,KAMPUNG RAJA 078/01/02,KAMPUNG RAJA,SEK. KEB. KAMPUNG RAJA,,1531,1516,15,0,GERAKAN,HO YIP KAP,226,DAP,LEONG NGAH NGAH,1277,,,0,BEBAS,CHEAM MAY CHOO,13,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N01,TANAH RATA,078/01/03,LADANG BLUE VALLEY 078/01/03,LADANG BLUE VALLEY,SEK. JENIS KEB. (T) LADANG BLUE VALLEY,,244,240,4,0,GERAKAN,HO YIP KAP,63,DAP,LEONG NGAH NGAH,171,,,0,BEBAS,CHEAM MAY CHOO,6,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N01,TANAH RATA,078/01/04,POSTERISU 078/01/04,POSTERISU,SEK. KEB. TERISU,,293,266,27,0,GERAKAN,HO YIP KAP,250,DAP,LEONG NGAH NGAH,16,,,0,BEBAS,CHEAM MAY CHOO,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N01,TANAH RATA,078/01/05,KUALATERLA 078/01/05,KUALATERLA,SEK. JENIS KEB. (C) KUALA TERLA,,1050,1027,23,0,GERAKAN,HO YIP KAP,186,DAP,LEONG NGAH NGAH,815,,,0,BEBAS,CHEAM MAY CHOO,26,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N01,TANAH RATA,078/01/06,TERINGKAP 078/01/06,TERINGKAP,SEK. JENIS KEB. (C) TRINGKAP,,1038,1025,12,1,GERAKAN,HO YIP KAP,136,DAP,LEONG NGAH NGAH,875,,,0,BEBAS,CHEAM MAY CHOO,14,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N01,TANAH RATA,078/01/07,POS TELANUK 078/01/07,POS TELANUK,SEK. KEB. TELANUK,,389,346,43,0,GERAKAN,HO YIP KAP,332,DAP,LEONG NGAH NGAH,4,,,0,BEBAS,CHEAM MAY CHOO,10,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N01,TANAH RATA,078/01/08,KEA FARM 078/01/08,KEA FARM,SEK. JENIS KEB. (C) KEA FARM,,359,354,5,0,GERAKAN,HO YIP KAP,120,DAP,LEONG NGAH NGAH,228,,,0,BEBAS,CHEAM MAY CHOO,6,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N01,TANAH RATA,078/01/09,LADANG BOH 2 078/01/09,LADANG BOH 2,SEK. JENIS KEB. (T) LADANG BOH 2,,128,125,3,0,GERAKAN,HO YIP KAP,90,DAP,LEONG NGAH NGAH,31,,,0,BEBAS,CHEAM MAY CHOO,4,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N01,TANAH RATA,078/01/10,BERINCHANG 078/01/10,BERINCHANG,SEK. JENIS KEB. (C) BRINCHANG,,1540,1507,33,0,GERAKAN,HO YIP KAP,619,DAP,LEONG NGAH NGAH,812,,,0,BEBAS,CHEAM MAY CHOO,76,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N01,TANAH RATA,078/01/11,TANAH RATA 078/01/11,TANAH RATA,SEK. MEN. KEB. SULTAN AHMAD SHAH,,1765,1726,39,0,GERAKAN,HO YIP KAP,753,DAP,LEONG NGAH NGAH,820,,,0,BEBAS,CHEAM MAY CHOO,153,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N01,TANAH RATA,078/01/12,HABU 078/01/12,HABU,SEK. MEN. KEB. RINGLET,,558,541,17,0,GERAKAN,HO YIP KAP,236,DAP,LEONG NGAH NGAH,281,,,0,BEBAS,CHEAM MAY CHOO,24,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N01,TANAH RATA,078/01/13,BANDAR RINGLET 078/01/13,BANDAR RINGLET,SEK. JENIS KEB. (C) CAMERON,,1755,1732,22,1,GERAKAN,HO YIP KAP,485,DAP,LEONG NGAH NGAH,1217,,,0,BEBAS,CHEAM MAY CHOO,30,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N01,TANAH RATA,078/01/14,LADANG BOH 1 078/01/14,LADANG BOH 1,SEK. JENIS KEB. (T) LADANG BOH 1,,101,101,0,0,GERAKAN,HO YIP KAP,56,DAP,LEONG NGAH NGAH,39,,,0,BEBAS,CHEAM MAY CHOO,6,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N01,TANAH RATA,078/01/15,LEMBAH BERTAM 078/01/15,LEMBAH BERTAM,SEK. JENIS KEB. (C) BERTAM VALLEY,,1622,1581,41,0,GERAKAN,HO YIP KAP,355,DAP,LEONG NGAH NGAH,1208,,,0,BEBAS,CHEAM MAY CHOO,18,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N01,TANAH RATA,078/01/16,POS MENSUN 078/01/16,POS MENSUN,SEK. KEB. MENSON,,397,368,28,1,GERAKAN,HO YIP KAP,362,DAP,LEONG NGAH NGAH,4,,,0,BEBAS,CHEAM MAY CHOO,2,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N01,TANAH RATA,078/01/17,POS LEMOI 078/01/17,POS LEMOI,SEK. KEB. LEMOI,,130,118,12,0,GERAKAN,HO YIP KAP,97,DAP,LEONG NGAH NGAH,20,,,0,BEBAS,CHEAM MAY CHOO,1,,,0,,,0,,,0,,,0
PAHANG,UNDI AWAL/POS,P078,CAMERON HIGHLANDS,N01,TANAH RATA,078/01/POS,UNDI AWAL/POS,UNDI AWAL/POS,UNDI AWAL/POS,,310,305,5,0,GERAKAN,HO YIP KAP,277,DAP,LEONG NGAH NGAH,17,,,0,BEBAS,CHEAM MAY CHOO,11,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N02,JELAI,078/02/01,POS LANAI 078/02/01,POS LANAI,SEK. KEB. LANAI,,286,265,21,0,UMNO,WAN ROSDY BIN WAN ISMAIL,190,PAS,ABDUL KARIM BIN NOR,63,,,0,BEBAS,ALAGU A/L THANGARAJOO,12,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N02,JELAI,078/02/02,POS LENJANG 078/02/02,POS LENJANG,SEK. KEB. LENJANG,,477,403,74,0,UMNO,WAN ROSDY BIN WAN ISMAIL,199,PAS,ABDUL KARIM BIN NOR,79,,,0,BEBAS,ALAGU A/L THANGARAJOO,125,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N02,JELAI,078/02/03,POSTITUM 078/02/03,POSTITUM,SEK. KEB. TITOM,,160,145,15,0,UMNO,WAN ROSDY BIN WAN ISMAIL,28,PAS,ABDUL KARIM BIN NOR,97,,,0,BEBAS,ALAGU A/L THANGARAJOO,20,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N02,JELAI,078/02/04,POS SINDERUT 078/02/04,POS SINDERUT,SEK. KEB. SENDERUT,,837,749,88,0,UMNO,WAN ROSDY BIN WAN ISMAIL,647,PAS,ABDUL KARIM BIN NOR,74,,,0,BEBAS,ALAGU A/L THANGARAJOO,28,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N02,JELAI,078/02/05,POS BETAU 078/02/05,POS BETAU,SEK. KEB. BETAU,,946,852,94,0,UMNO,WAN ROSDY BIN WAN ISMAIL,681,PAS,ABDUL KARIM BIN NOR,45,,,0,BEBAS,ALAGU A/L THANGARAJOO,126,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N02,JELAI,078/02/06,KUALA MEDANG 078/02/06,KUALA MEDANG,SEK. KEB. KUALA MEDANG,,729,715,14,0,UMNO,WAN ROSDY BIN WAN ISMAIL,497,PAS,ABDUL KARIM BIN NOR,215,,,0,BEBAS,ALAGU A/L THANGARAJOO,3,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N02,JELAI,078/02/07,FELDA SUNGAI KOYAN DUA&TIGA 078/02/07,FELDA SUNGAI KOYAN DUA&TIGA,SEK. MEN. KEB. SUNGAI KOYAN,,1711,1702,9,0,UMNO,WAN ROSDY BIN WAN ISMAIL,1166,PAS,ABDUL KARIM BIN NOR,531,,,0,BEBAS,ALAGU A/L THANGARAJOO,5,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N02,JELAI,078/02/08,FELDA SUNGAI KOYAN SATU 078/02/08,FELDA SUNGAI KOYAN SATU,SEK. KEB. LKTP SUNGAI KOYAN,,1252,1243,9,0,UMNO,WAN ROSDY BIN WAN ISMAIL,744,PAS,ABDUL KARIM BIN NOR,495,,,0,BEBAS,ALAGU A/L THANGARAJOO,4,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N02,JELAI,078/02/09,LUBUK KULIT 078/02/09,LUBUK KULIT,SEK. KEB. LUBOK KULIT,,755,738,17,0,UMNO,WAN ROSDY BIN WAN ISMAIL,549,PAS,ABDUL KARIM BIN NOR,184,,,0,BEBAS,ALAGU A/L THANGARAJOO,5,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N02,JELAI,078/02/10,KAMPUNG KELEDEK 078/02/10,KAMPUNG KELEDEK,SEK. KEB. KELEDEK,,844,833,10,1,UMNO,WAN ROSDY BIN WAN ISMAIL,352,PAS,ABDUL KARIM BIN NOR,480,,,0,BEBAS,ALAGU A/L THANGARAJOO,1,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N02,JELAI,078/02/11,TANJUNG GAHAI 078/02/11,TANJUNG GAHAI,SEK. KEB. TANJUNG GAHAI,,592,558,34,0,UMNO,WAN ROSDY BIN WAN ISMAIL,404,PAS,ABDUL KARIM BIN NOR,147,,,0,BEBAS,ALAGU A/L THANGARAJOO,7,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P078,CAMERON HIGHLANDS,N02,JELAI,078/02/12,BUKIT KOTA 078/02/12,BUKIT KOTA,SEK. KEB. BATU YON,,747,738,9,0,UMNO,WAN ROSDY BIN WAN ISMAIL,417,PAS,ABDUL KARIM BIN NOR,320,,,0,BEBAS,ALAGU A/L THANGARAJOO,1,,,0,,,0,,,0,,,0
PAHANG,UNDI AWAL/POS,P078,CAMERON HIGHLANDS,N02,JELAI,078/02/POS,UNDI AWAL/POS,UNDI AWAL/POS,UNDI AWAL/POS,,55,53,2,0,UMNO,WAN ROSDY BIN WAN ISMAIL,45,PAS,ABDUL KARIM BIN NOR,7,,,0,BEBAS,ALAGU A/L THANGARAJOO,1,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/01,MERAPOH 079/03/01,MERAPOH,SEK. KEB. MERAPOH,,739,730,9,0,UMNO,MUSTAPA BIN LONG,379,PAS,ROSLAN BIN ZAINAL,351,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/02,MENTARA 079/03/02,MENTARA,SEK. MEN. KEB. MERAPOH,,322,320,2,0,UMNO,MUSTAPA BIN LONG,154,PAS,ROSLAN BIN ZAINAL,166,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/03,TELUK GUNUNG 079/03/03,TELUK GUNUNG,SEK. KEB. TELUK GUNUNG,,734,722,11,1,UMNO,MUSTAPA BIN LONG,341,PAS,ROSLAN BIN ZAINAL,381,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/04,PAGAR SASAK 079/03/04,PAGAR SASAK,SEK. KEB. PAGAR SASAK,,646,638,8,0,UMNO,MUSTAPA BIN LONG,344,PAS,ROSLAN BIN ZAINAL,294,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/05,KAMPUNG PETOLA 079/03/05,KAMPUNG PETOLA,BALAI RAYA KAMPUNG PETOLA,,323,316,7,0,UMNO,MUSTAPA BIN LONG,181,PAS,ROSLAN BIN ZAINAL,135,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/06,SUNGAI TEMAU 079/03/06,SUNGAI TEMAU,SEK. KEB. LKTP CHEGAR PERAH 1,,785,777,8,0,UMNO,MUSTAPA BIN LONG,557,PAS,ROSLAN BIN ZAINAL,220,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/07,CHEGAR PERAH 079/03/07,CHEGAR PERAH,SEK. KEB. CHEGAR PERAH,,364,362,2,0,UMNO,MUSTAPA BIN LONG,180,PAS,ROSLAN BIN ZAINAL,182,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/08,AUR GADING 079/03/08,AUR GADING,SEK. KEB. AUR GADING,,193,192,1,0,UMNO,MUSTAPA BIN LONG,94,PAS,ROSLAN BIN ZAINAL,98,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/09,KECHUR 079/03/09,KECHUR,SEK. KEB. KECHORTUI,,505,494,11,0,UMNO,MUSTAPA BIN LONG,348,PAS,ROSLAN BIN ZAINAL,146,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/10,FELDA SUNGAI KECHAU 079/03/10,FELDA SUNGAI KECHAU,SEK. KEB. LKTP KECAU 1,,846,839,7,0,UMNO,MUSTAPA BIN LONG,589,PAS,ROSLAN BIN ZAINAL,250,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/11,LADANG SELBORNE 079/03/11,LADANG SELBORNE,SEK. JENIS KEB. (T) LADANG SELBORNE,,273,267,6,0,UMNO,MUSTAPA BIN LONG,201,PAS,ROSLAN BIN ZAINAL,66,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/12,SEBERANGJELAI 079/03/12,SEBERANGJELAI,BALAI RAYA KAMPUNG SEBERANG JELAI,,233,229,4,0,UMNO,MUSTAPA BIN LONG,106,PAS,ROSLAN BIN ZAINAL,123,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/13,TELANG 079/03/13,TELANG,SEK. KEB. KUALA TELANG,,321,317,4,0,UMNO,MUSTAPA BIN LONG,235,PAS,ROSLAN BIN ZAINAL,82,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/14,BERCHANG 079/03/14,BERCHANG,SEK. KEB. BERCHANG,,499,496,3,0,UMNO,MUSTAPA BIN LONG,187,PAS,ROSLAN BIN ZAINAL,309,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/15,PADANG TENGKU 079/03/15,PADANG TENGKU,SEK. MEN. KEB. PADANG TENGKU,,1201,1195,6,0,UMNO,MUSTAPA BIN LONG,677,PAS,ROSLAN BIN ZAINAL,518,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/16,GUA 079/03/16,GUA,SEK. KEB. GUA,,661,646,15,0,UMNO,MUSTAPA BIN LONG,451,PAS,ROSLAN BIN ZAINAL,195,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/17,TEMPOYANG 079/03/17,TEMPOYANG,DEWAN ORANG RAMAI KAMPUNG TEMPOYANG,,607,601,6,0,UMNO,MUSTAPA BIN LONG,338,PAS,ROSLAN BIN ZAINAL,263,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/18,BAPONG 079/03/18,BAPONG,BALAI RAYA KAMPUNG BAPONG,,405,399,6,0,UMNO,MUSTAPA BIN LONG,232,PAS,ROSLAN BIN ZAINAL,167,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N03,PADANG TENGKU,079/03/19,RELONG 079/03/19,RELONG,SEK. KEB. RELONG,,621,618,3,0,UMNO,MUSTAPA BIN LONG,391,PAS,ROSLAN BIN ZAINAL,227,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI AWAL/POS,P079,LIPIS,N03,PADANG TENGKU,079/03/POS,UNDI AWAL/POS,UNDI AWAL/POS,UNDI AWAL/POS,,220,176,44,0,UMNO,MUSTAPA BIN LONG,139,PAS,ROSLAN BIN ZAINAL,37,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N04,CHEKA,079/04/01,KUALA LANAR 079/04/01,KUALA LANAR,SEK. KEB. KUALA LANAR,,829,803,25,1,MCA,FONG KOONG FUEE,424,PKR,ABAS BIN AWANG,379,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N04,CHEKA,079/04/02,BATU KURAP 079/04/02,BATU KURAP,TADIKA KEKWA,,335,328,7,0,MCA,FONG KOONG FUEE,126,PKR,ABAS BIN AWANG,202,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N04,CHEKA,079/04/03,SUNGAI KERPAN 079/04/03,SUNGAI KERPAN,SEK. JENIS KEB. ( C ) CHUNG HWA,,1414,1393,20,1,MCA,FONG KOONG FUEE,695,PKR,ABAS BIN AWANG,698,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N04,CHEKA,079/04/04,BANDAR LIPIS 079/04/04,BANDAR LIPIS,SEK. MEN. KEB. CLIFFORD,,694,685,9,0,MCA,FONG KOONG FUEE,328,PKR,ABAS BIN AWANG,357,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N04,CHEKA,079/04/05,BUKITBIUS 079/04/05,BUKITBIUS,SEK. KEB. WAN IBRAHIM,,384,378,6,0,MCA,FONG KOONG FUEE,177,PKR,ABAS BIN AWANG,201,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N04,CHEKA,079/04/06,CHENERAS 079/04/06,CHENERAS,SEK. KEB. CLIFFORD,,908,891,17,0,MCA,FONG KOONG FUEE,416,PKR,ABAS BIN AWANG,475,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N04,CHEKA,079/04/07,PENJOM 079/04/07,PENJOM,SEK. KEB. PENJOM,,1091,1065,26,0,MCA,FONG KOONG FUEE,601,PKR,ABAS BIN AWANG,464,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N04,CHEKA,079/04/08,KAMPUNG BARU PENJOM 079/04/08,KAMPUNG BARU PENJOM,SEK. JENIS KEB. (C) PENJOM,,498,492,6,0,MCA,FONG KOONG FUEE,205,PKR,ABAS BIN AWANG,287,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N04,CHEKA,079/04/09,KUALA KENONG 079/04/09,KUALA KENONG,SEK. KEB. BATU 9,,485,471,14,0,MCA,FONG KOONG FUEE,320,PKR,ABAS BIN AWANG,151,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N04,CHEKA,079/04/10,KERAMBIT 079/04/10,KERAMBIT,SEK. KEB. KERAMBIT,,892,877,15,0,MCA,FONG KOONG FUEE,497,PKR,ABAS BIN AWANG,380,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N04,CHEKA,079/04/11,MELA 079/04/11,MELA,SEK. KEB. MELA,,1047,999,47,1,MCA,FONG KOONG FUEE,666,PKR,ABAS BIN AWANG,333,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI AWAL/POS,P079,LIPIS,N04,CHEKA,079/04/POS,UNDI AWAL/POS,UNDI AWAL/POS,UNDI AWAL/POS,,1153,1081,19,53,MCA,FONG KOONG FUEE,869,PKR,ABAS BIN AWANG,212,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N05,BENTA,079/05/01,KAMPUNG LALANG 079/05/01,KAMPUNG LALANG,BALAI RAYA KAMPUNG LALANG,,206,205,1,0,UMNO,MOHD SOFFI BIN ABD RAZAK,163,PKR,RIZAL BIN JAMIN,42,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N05,BENTA,079/05/02,RENGAI 079/05/02,RENGAI,KOLEJ VOKASIONAL SULTAN HAJI AHMAD SHAH AL-MUSTA`IN BILLAH,,258,256,2,0,UMNO,MOHD SOFFI BIN ABD RAZAK,156,PKR,RIZAL BIN JAMIN,100,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N05,BENTA,079/05/03,TANJUNG BESAR 079/05/03,TANJUNG BESAR,SEK. KEB. TANJUNG BESAR,,618,612,6,0,UMNO,MOHD SOFFI BIN ABD RAZAK,426,PKR,RIZAL BIN JAMIN,186,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N05,BENTA,079/05/04,KEMAHANG 079/05/04,KEMAHANG,SEK. KEB. KEMAHANG,,407,403,4,0,UMNO,MOHD SOFFI BIN ABD RAZAK,272,PKR,RIZAL BIN JAMIN,131,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N05,BENTA,079/05/05,LADANG BUDU 079/05/05,LADANG BUDU,SEK. JENIS KEB. (T) LADANG BUDU,,112,111,1,0,UMNO,MOHD SOFFI BIN ABD RAZAK,61,PKR,RIZAL BIN JAMIN,50,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N05,BENTA,079/05/06,LADANG BENTA 079/05/06,LADANG BENTA,SEK. JENIS KEB. (T) LADANG BENTA,,345,331,14,0,UMNO,MOHD SOFFI BIN ABD RAZAK,160,PKR,RIZAL BIN JAMIN,171,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N05,BENTA,079/05/07,JERKOH 079/05/07,JERKOH,SEK. JENIS KEB. (C) JERKOH,,1212,1198,14,0,UMNO,MOHD SOFFI BIN ABD RAZAK,567,PKR,RIZAL BIN JAMIN,631,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N05,BENTA,079/05/08,KAMPUNG BARU BENTA 079/05/08,KAMPUNG BARU BENTA,SEK. MEN. KEB. BENTA,,831,818,13,0,UMNO,MOHD SOFFI BIN ABD RAZAK,313,PKR,RIZAL BIN JAMIN,505,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N05,BENTA,079/05/09,PEKAN BENTA 079/05/09,PEKAN BENTA,SEK. KEB. BENTA,,867,858,9,0,UMNO,MOHD SOFFI BIN ABD RAZAK,457,PKR,RIZAL BIN JAMIN,401,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N05,BENTA,079/05/10,JERANSANG 079/05/10,JERANSANG,SEK. KEB. JERANSANG,,590,576,14,0,UMNO,MOHD SOFFI BIN ABD RAZAK,372,PKR,RIZAL BIN JAMIN,204,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N05,BENTA,079/05/11,BUDU 079/05/11,BUDU,SEK. MEN. KEB. PANGLIMA GARANG ABDUL SAMAD,,576,571,5,0,UMNO,MOHD SOFFI BIN ABD RAZAK,426,PKR,RIZAL BIN JAMIN,145,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P079,LIPIS,N05,BENTA,079/05/12,KAMPUNG CHAT 079/05/12,KAMPUNG CHAT,SEK. KEB. CHAT,,742,731,10,1,UMNO,MOHD SOFFI BIN ABD RAZAK,387,PKR,RIZAL BIN JAMIN,344,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI AWAL/POS,P079,LIPIS,N05,BENTA,079/05/POS,UNDI AWAL/POS,UNDI AWAL/POS,UNDI AWAL/POS,,134,95,0,39,UMNO,MOHD SOFFI BIN ABD RAZAK,73,PKR,RIZAL BIN JAMIN,22,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N06,BATU TALAM,080/06/01,HULUATOK 080/06/01,HULUATOK,SEK. KEB. ULU ATOK,,543,533,10,0,UMNO,ABD AZIZ BIN MAT KIRAM,390,PKR,KHAIRUL HAKIMIN BIN MOHD ALI,143,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N06,BATU TALAM,080/06/02,ATOK 080/06/02,ATOK,SEK. KEB. KUALA ATOK,,799,792,6,1,UMNO,ABD AZIZ BIN MAT KIRAM,532,PKR,KHAIRUL HAKIMIN BIN MOHD ALI,260,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P080,RAUB,N06,BATU TALAM,080/06/03,SEGA 080/06/03,SEGA,SEK. KEB. SEGA,,962,954,8,0,UMNO,ABD AZIZ BIN MAT KIRAM,693,PKR,KHAIRUL HAKIMIN BIN MOHD ALI,261,,,0,,,0,,,0,,,0,,,0,,,0
