NEGERI,KATEGORI,kodPAR,namaPAR,kodDUN,namaDUN,KODLOKALITI,KOD AND DM ,NAMA DAERAH MENGUNDI,TEMPAT MENGUNDI,SALURAN,KERTAS UNDI DALAM TONG UNDI,UNDI BAIK,UNDI ROSAK,UNDI TIDAK DILETAK BALIK,BN,BN_CALON,BN_VOTE,PR_1,PR_1_CALON,PR_1_VOTE,PR_2,PR_2_CALON,PR_2_VOTE,OTHER1,OTHER1_CALON,OTHER1_VOTE,OTHER2,OTHER2_CALON,OTHER2_VOTE,OTHER3,OTHER3_CALON,OTHER3_VOTE,OTHER4,OTHER4_CALON,OTHER4_VOTE,OTHER5,OTHER5_CALON,OTHER5_VOTE
PAHANG,UNDI BIASA,P089,BENTONG,N34,KETARI,089/34/01,GENTING HIGHLANDS 089/34/01,GENTING HIGHLANDS,SEK. KEB. SRI LAYANG,,1082,1070,12,0,MCA,WOONG CHOO YAK,438,DAP,LEE CHIN CHEN,632,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N34,KETARI,089/34/02,KETARI 089/34/02,KETARI,SEK. MEN. KEB. KETARI,,2528,2493,35,0,MCA,WOONG CHOO YAK,891,DAP,LEE CHIN CHEN,1602,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N34,KETARI,089/34/03,PERTING 089/34/03,PERTING,SEK. JENIS KEB. (C) PERTING,,3533,3504,29,0,MCA,WOONG CHOO YAK,435,DAP,LEE CHIN CHEN,3069,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N34,KETARI,089/34/04,KAMPUNG BAHARU 089/34/04,KAMPUNG BAHARU,SEK. KEB. TUANKU FATIMAH,,1118,1099,19,0,MCA,WOONG CHOO YAK,534,DAP,LEE CHIN CHEN,565,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N34,KETARI,089/34/05,SUNGAI MARONG 089/34/05,SUNGAI MARONG,SEK. JENIS KEB. (C) KETARI,,1168,1157,11,0,MCA,WOONG CHOO YAK,278,DAP,LEE CHIN CHEN,879,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N34,KETARI,089/34/06,BENUS 089/34/06,BENUS,SEK. MEN. KEB. BENTONG,,2422,2381,41,0,MCA,WOONG CHOO YAK,1414,DAP,LEE CHIN CHEN,967,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N34,KETARI,089/34/07,FELDA MEMPAGA 1 089/34/07,FELDA MEMPAGA 1,SEK. KEB. LKTP MEMPAGA 1,,1560,1539,21,0,MCA,WOONG CHOO YAK,1045,DAP,LEE CHIN CHEN,494,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N34,KETARI,089/34/08,SUNGAI DUA 089/34/08,SUNGAI DUA,SEK. KEB. SUNGAI DUA,,843,830,13,0,MCA,WOONG CHOO YAK,244,DAP,LEE CHIN CHEN,586,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N34,KETARI,089/34/09,BUKITTINGGI 089/34/09,BUKITTINGGI,SEK. JENIS KEB. (C) BUKIT TINGGI,,959,947,12,0,MCA,WOONG CHOO YAK,306,DAP,LEE CHIN CHEN,641,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N34,KETARI,089/34/10,JANDA BAIK 089/34/10,JANDA BAIK,SEK. KEB. JANDA BAIK,,918,894,24,0,MCA,WOONG CHOO YAK,724,DAP,LEE CHIN CHEN,170,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N34,KETARI,089/34/11,FELDA MEMPAGA 2 089/34/11,FELDA MEMPAGA 2,SEK. KEB. LKTP MEMPAGA 2,,653,637,16,0,MCA,WOONG CHOO YAK,421,DAP,LEE CHIN CHEN,216,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N34,KETARI,089/34/12,FELDA MEMPAGA 3 089/34/12,FELDA MEMPAGA 3,SEK. AGAMA RAKYAT MEMPAGA 3,,756,714,42,0,MCA,WOONG CHOO YAK,559,DAP,LEE CHIN CHEN,155,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI AWAL/POS,P089,BENTONG,N34,KETARI,089/34/POS,UNDI AWAL/POS,UNDI AWAL/POS,UNDI AWAL/POS,,776,695,41,40,MCA,WOONG CHOO YAK,621,DAP,LEE CHIN CHEN,74,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N35,SABAI,089/35/01,FELDA SERTIK 089/35/01,FELDA SERTIK,SEK. KEB. LKTP KAMPUNG SERTIK,,1491,1420,70,1,MIC,GOONASAKAREN A/L RAMAN,1112,DAP,KAMACHE  A/P A DORAY RAJOO,308,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N35,SABAI,089/35/02,JAMBU RIAS 089/35/02,JAMBU RIAS,SEK. KEB. JAMBU RIAS,,973,940,33,0,MIC,GOONASAKAREN A/L RAMAN,664,DAP,KAMACHE  A/P A DORAY RAJOO,276,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N35,SABAI,089/35/03,KARAK SETIA 089/35/03,KARAK SETIA,SEK. MEN. KEB. KARAKSETIA,,972,949,23,0,MIC,GOONASAKAREN A/L RAMAN,547,DAP,KAMACHE  A/P A DORAY RAJOO,402,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N35,SABAI,089/35/04,PEKAN KARAK 089/35/04,PEKAN KARAK,SEK. MEN. KEB. KARAK,,2095,2048,47,0,MIC,GOONASAKAREN A/L RAMAN,812,DAP,KAMACHE  A/P A DORAY RAJOO,1236,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N35,SABAI,089/35/05,KAMPUNG BARU KARAK 089/35/05,KAMPUNG BARU KARAK,SEK. KEB. KARAK,,1616,1590,26,0,MIC,GOONASAKAREN A/L RAMAN,390,DAP,KAMACHE  A/P A DORAY RAJOO,1200,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N35,SABAI,089/35/06,BUKIT DINDING 089/35/06,BUKIT DINDING,SEK. JENIS KEB. (T) KARAK,,614,590,24,0,MIC,GOONASAKAREN A/L RAMAN,278,DAP,KAMACHE  A/P A DORAY RAJOO,312,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N35,SABAI,089/35/07,TAMAN KARAK 089/35/07,TAMAN KARAK,SEK. JENIS KEB. (C) KARAK,,666,651,15,0,MIC,GOONASAKAREN A/L RAMAN,233,DAP,KAMACHE  A/P A DORAY RAJOO,418,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N35,SABAI,089/35/08,SRI TELEMONG 089/35/08,SRI TELEMONG,SEK. JENIS KEB. (T) SRI TELEMONG,,466,460,6,0,MIC,GOONASAKAREN A/L RAMAN,190,DAP,KAMACHE  A/P A DORAY RAJOO,270,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI AWAL/POS,P089,BENTONG,N35,SABAI,089/35/POS,UNDI AWAL/POS,UNDI AWAL/POS,UNDI AWAL/POS,,138,113,1,24,MIC,GOONASAKAREN A/L RAMAN,96,DAP,KAMACHE  A/P A DORAY RAJOO,17,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N36,PELANGAI,089/36/01,SUNGAI PERDAK 089/36/01,SUNGAI PERDAK,BALAI RAYA KG. SUNGAI PERDAK,,396,366,30,0,UMNO,ADNAN BIN YAAKOB,229,PAS,ABDUL HAMID BIN BAHATIM,137,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N36,PELANGAI,089/36/02,TELEMONG 089/36/02,TELEMONG,SEK. JENIS KEB. (C) TELEMONG,,1166,1133,33,0,UMNO,ADNAN BIN YAAKOB,428,PAS,ABDUL HAMID BIN BAHATIM,705,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N36,PELANGAI,089/36/03,SUNGAI GAPOI 089/36/03,SUNGAI GAPOI,DEWAN SERBAGUNA SUNGAI GAPOI,,731,696,34,1,UMNO,ADNAN BIN YAAKOB,393,PAS,ABDUL HAMID BIN BAHATIM,303,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N36,PELANGAI,089/36/04,MANCHIS 089/36/04,MANCHIS,SEK. JENIS KEB. (C) MANCHIS,,977,945,32,0,UMNO,ADNAN BIN YAAKOB,524,PAS,ABDUL HAMID BIN BAHATIM,421,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N36,PELANGAI,089/36/05,SIMPANG PELANGAI 089/36/05,SIMPANG PELANGAI,SEK. MEN. KEB. SERI PELANGAI,,1112,1103,8,1,UMNO,ADNAN BIN YAAKOB,671,PAS,ABDUL HAMID BIN BAHATIM,432,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N36,PELANGAI,089/36/06,FELDA SUNGAI KEMASUL 089/36/06,FELDA SUNGAI KEMASUL,SEK. KEB. LKTP KEMASUL,,1568,1548,20,0,UMNO,ADNAN BIN YAAKOB,973,PAS,ABDUL HAMID BIN BAHATIM,575,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N36,PELANGAI,089/36/07,FELDA CHEMOMOI 089/36/07,FELDA CHEMOMOI,SEK. MEN. KEB. LKTP CHEMOMOI,,1878,1861,17,0,UMNO,ADNAN BIN YAAKOB,1364,PAS,ABDUL HAMID BIN BAHATIM,497,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N36,PELANGAI,089/36/08,KAMPUNG JAWI-JAWI 089/36/08,KAMPUNG JAWI-JAWI,SEK. KEB. PELANGAI,,924,911,13,0,UMNO,ADNAN BIN YAAKOB,673,PAS,ABDUL HAMID BIN BAHATIM,238,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P089,BENTONG,N36,PELANGAI,089/36/09,FELDA SUNGAI KEMAHAL 089/36/09,FELDA SUNGAI KEMAHAL,SEK. KEB. LKTP SUNGAI KEMAHAL,,1391,1356,35,0,UMNO,ADNAN BIN YAAKOB,902,PAS,ABDUL HAMID BIN BAHATIM,454,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI AWAL/POS,P089,BENTONG,N36,PELANGAI,089/36/POS,UNDI AWAL/POS,UNDI AWAL/POS,UNDI AWAL/POS,,123,96,5,22,UMNO,ADNAN BIN YAAKOB,88,PAS,ABDUL HAMID BIN BAHATIM,8,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N37,GUAI,090/37/01,CHAROK PUTING 090/37/01,CHAROK PUTING,SEK. KEB. CHARUK PUTING,,487,479,7,1,UMNO,NOROLAZALI BIN SULAIMAN,307,PAS,MUSANIFF BIN AB. RAHMAN,172,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N37,GUAI,090/37/02,BATU BOR 090/37/02,BATU BOR,SEK. KEB. BATU BOR,,220,217,3,0,UMNO,NOROLAZALI BIN SULAIMAN,143,PAS,MUSANIFF BIN AB. RAHMAN,74,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N37,GUAI,090/37/03,BOHOR BAHARU 090/37/03,BOHOR BAHARU,SEK. KEB. BOHOR BAHARU,,546,539,7,0,UMNO,NOROLAZALI BIN SULAIMAN,322,PAS,MUSANIFF BIN AB. RAHMAN,217,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N37,GUAI,090/37/04,FELDA PURUN 090/37/04,FELDA PURUN,SEK. KEB. LKTP PURUN,,2524,2502,20,2,UMNO,NOROLAZALI BIN SULAIMAN,1378,PAS,MUSANIFF BIN AB. RAHMAN,1124,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N37,GUAI,090/37/05,FELDA MAYAM 090/37/05,FELDA MAYAM,SEK. KEB. LKTP MAYAM,,1783,1762,21,0,UMNO,NOROLAZALI BIN SULAIMAN,1109,PAS,MUSANIFF BIN AB. RAHMAN,653,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N37,GUAI,090/37/06,FELDA KUMAI 090/37/06,FELDA KUMAI,SEK. KEB. LKTP KUMAI,,2088,2070,18,0,UMNO,NOROLAZALI BIN SULAIMAN,1297,PAS,MUSANIFF BIN AB. RAHMAN,773,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N37,GUAI,090/37/07,FELDA BUKIT KEPAYANG 090/37/07,FELDA BUKIT KEPAYANG,SEK. KEB. LKTP BUKIT KEPAYANG,,1525,1503,22,0,UMNO,NOROLAZALI BIN SULAIMAN,996,PAS,MUSANIFF BIN AB. RAHMAN,507,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N37,GUAI,090/37/08,BUKIT ROK 090/37/08,BUKIT ROK,SEK. KEB. BUKIT ROK,,515,495,9,11,UMNO,NOROLAZALI BIN SULAIMAN,388,PAS,MUSANIFF BIN AB. RAHMAN,107,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N37,GUAI,090/37/09,KUALA BERA 090/37/09,KUALA BERA,SEK. KEB. BATU PAPAN,,840,819,21,0,UMNO,NOROLAZALI BIN SULAIMAN,592,PAS,MUSANIFF BIN AB. RAHMAN,227,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N37,GUAI,090/37/10,KUALATRIANG 090/37/10,KUALATRIANG,SEK. KEB. KUALA TRIANG,,860,849,11,0,UMNO,NOROLAZALI BIN SULAIMAN,420,PAS,MUSANIFF BIN AB. RAHMAN,429,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N37,GUAI,090/37/11,SENYUM JEMPOL 090/37/11,SENYUM JEMPOL,SEK. KEB. GUAI,,263,260,3,0,UMNO,NOROLAZALI BIN SULAIMAN,151,PAS,MUSANIFF BIN AB. RAHMAN,109,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N37,GUAI,090/37/12,DURIAN TAWAR 090/37/12,DURIAN TAWAR,SEK. KEB. DURIAN TAWAR,,728,724,4,0,UMNO,NOROLAZALI BIN SULAIMAN,463,PAS,MUSANIFF BIN AB. RAHMAN,261,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N37,GUAI,090/37/13,MENGKARAK 090/37/13,MENGKARAK,SEK. JENIS KEB. (C) MENGKARAK,,1171,1152,19,0,UMNO,NOROLAZALI BIN SULAIMAN,299,PAS,MUSANIFF BIN AB. RAHMAN,853,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N37,GUAI,090/37/14,PADANG LUAS 090/37/14,PADANG LUAS,SEK. MEN. KEB. SERI BERA,,702,700,2,0,UMNO,NOROLAZALI BIN SULAIMAN,345,PAS,MUSANIFF BIN AB. RAHMAN,355,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI AWAL/POS,P090,BERA,N37,GUAI,090/37/POS,UNDI AWAL/POS,UNDI AWAL/POS,UNDI AWAL/POS,,241,171,17,53,UMNO,NOROLAZALI BIN SULAIMAN,110,PAS,MUSANIFF BIN AB. RAHMAN,61,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N38,TRIANG,090/38/01,LADANG MENTERI 090/38/01,LADANG MENTERI,SEK. JENIS KEB. (C) LADANG MENTERI,,366,355,11,0,GERAKAN,TAN TIN LOON,128,DAP,LEONG YU MAN,227,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N38,TRIANG,090/38/02,KERAYONG 090/38/02,KERAYONG,SEK. MEN. KEB. BANDAR KERAYONG,,2413,2390,23,0,GERAKAN,TAN TIN LOON,624,DAP,LEONG YU MAN,1766,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N38,TRIANG,090/38/03,TAMAN SENTOSA 090/38/03,TAMAN SENTOSA,SEK. JENIS KEB. (C) TRIANG 2,,2994,2968,26,0,GERAKAN,TAN TIN LOON,598,DAP,LEONG YU MAN,2370,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N38,TRIANG,090/38/04,BANDAR TRIANG 090/38/04,BANDAR TRIANG,SEK. MEN. KEB. TRIANG,,2387,2365,22,0,GERAKAN,TAN TIN LOON,343,DAP,LEONG YU MAN,2022,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N38,TRIANG,090/38/05,KAMPUNG BARU TRIANG 090/38/05,KAMPUNG BARU TRIANG,SEK. JENIS KEB. (C) TRIANG 1,,2307,2282,24,1,GERAKAN,TAN TIN LOON,365,DAP,LEONG YU MAN,1917,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N38,TRIANG,090/38/06,MENGKUANG 090/38/06,MENGKUANG,SEK. JENIS KEB. (C) MENGKUANG,,1415,1401,14,0,GERAKAN,TAN TIN LOON,363,DAP,LEONG YU MAN,1038,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N38,TRIANG,090/38/07,SRI BUNTAR 090/38/07,SRI BUNTAR,SEK. KEB. SRI BUNTAR,,516,508,8,0,GERAKAN,TAN TIN LOON,308,DAP,LEONG YU MAN,200,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N38,TRIANG,090/38/08,FELDA BUKIT PUCHONG 090/38/08,FELDA BUKIT PUCHONG,SEK. KEB. LKTP BUKIT PUCHONG,,1367,1323,42,2,GERAKAN,TAN TIN LOON,1102,DAP,LEONG YU MAN,221,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N38,TRIANG,090/38/09,FELDA BUKIT MENDI 090/38/09,FELDA BUKIT MENDI,SEK. KEB. LKTP BUKIT MENDI,,1406,1355,51,0,GERAKAN,TAN TIN LOON,1059,DAP,LEONG YU MAN,296,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI AWAL/POS,P090,BERA,N38,TRIANG,090/38/POS,UNDI AWAL/POS,UNDI AWAL/POS,UNDI AWAL/POS,,247,196,21,30,GERAKAN,TAN TIN LOON,177,DAP,LEONG YU MAN,19,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N39,KEMAYAN,090/39/01,BUKIT GEMUROH 090/39/01,BUKIT GEMUROH,SEK. KEB. BUKIT GEMURUH,,448,401,47,0,UMNO,MOHD FADIL BIN OSMAN,365,PKR,MANOLAN BIN MOHAMAD,36,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N39,KEMAYAN,090/39/02,FELDATRIANG DUA& TIGA 090/39/02,FELDATRIANG DUA& TIGA,SEK. MEN. KEB. TRIANG 3,,926,918,8,0,UMNO,MOHD FADIL BIN OSMAN,647,PKR,MANOLAN BIN MOHAMAD,271,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N39,KEMAYAN,090/39/03,FELDATEMENTI 090/39/03,FELDATEMENTI,SEK. KEB. LKTP TEMENTI,,1665,1648,17,0,UMNO,MOHD FADIL BIN OSMAN,1111,PKR,MANOLAN BIN MOHAMAD,537,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N39,KEMAYAN,090/39/04,FELDA RENTAM 090/39/04,FELDA RENTAM,SEK. KEB. LKTP RENTAM,,1510,1483,27,0,UMNO,MOHD FADIL BIN OSMAN,1046,PKR,MANOLAN BIN MOHAMAD,437,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N39,KEMAYAN,090/39/05,FELDA SEBERTAK 090/39/05,FELDA SEBERTAK,SEK. KEB. LKTP SEBERTAK,,1432,1421,11,0,UMNO,MOHD FADIL BIN OSMAN,1099,PKR,MANOLAN BIN MOHAMAD,322,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N39,KEMAYAN,090/39/06,POS ISKANDAR 090/39/06,POS ISKANDAR,SEK. KEB. ISKANDAR,,960,913,47,0,UMNO,MOHD FADIL BIN OSMAN,786,PKR,MANOLAN BIN MOHAMAD,127,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N39,KEMAYAN,090/39/07,FELDATRIANG SATU 090/39/07,FELDATRIANG SATU,SEK. KEB. LKTP TRIANG 2,,660,642,18,0,UMNO,MOHD FADIL BIN OSMAN,414,PKR,MANOLAN BIN MOHAMAD,228,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N39,KEMAYAN,090/39/08,LADANG KEMAYAN 090/39/08,LADANG KEMAYAN,SEK. JENIS KEB. (C) KEMAYAN,,175,153,22,0,UMNO,MOHD FADIL BIN OSMAN,86,PKR,MANOLAN BIN MOHAMAD,67,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N39,KEMAYAN,090/39/09,KEMAYAN 090/39/09,KEMAYAN,SEK. MEN. KEB. KEMAYAN,,2108,2073,35,0,UMNO,MOHD FADIL BIN OSMAN,497,PKR,MANOLAN BIN MOHAMAD,1576,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N39,KEMAYAN,090/39/10,KAMPUNG DATO SERI HAMZAH 090/39/10,KAMPUNG DATO SERI HAMZAH,SEK. KEB. KEMAYAN,,640,599,41,0,UMNO,MOHD FADIL BIN OSMAN,468,PKR,MANOLAN BIN MOHAMAD,131,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N39,KEMAYAN,090/39/11,FELDA TEMBANGAU 090/39/11,FELDA TEMBANGAU,SEK. KEB. LKTP TEMBANGAU 1,,2124,2108,16,0,UMNO,MOHD FADIL BIN OSMAN,1588,PKR,MANOLAN BIN MOHAMAD,520,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N39,KEMAYAN,090/39/12,FELDA BERA SELATAN 090/39/12,FELDA BERA SELATAN,DEWAN ORANG RAMAI BERA SELATAN 4 & 7,,132,132,0,0,UMNO,MOHD FADIL BIN OSMAN,101,PKR,MANOLAN BIN MOHAMAD,31,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P090,BERA,N39,KEMAYAN,090/39/13,KAMPUNG PASAL 090/39/13,KAMPUNG PASAL,DEWAN KAMPUNG PASAL,,91,90,1,0,UMNO,MOHD FADIL BIN OSMAN,77,PKR,MANOLAN BIN MOHAMAD,13,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI AWAL/POS,P090,BERA,N39,KEMAYAN,090/39/POS,UNDI AWAL/POS,UNDI AWAL/POS,UNDI AWAL/POS,,162,114,20,28,UMNO,MOHD FADIL BIN OSMAN,94,PKR,MANOLAN BIN MOHAMAD,20,,,0,,,0,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N40,BUKIT IBAM,091/40/01,BANDAR BUKIT IBAM 091/40/01,BANDAR BUKIT IBAM,SEK. MEN. AGAMA BUKIT IBAM,,996,962,34,0,UMNO,WAN KADRI BIN WAN MAHUSAIN,608,PAS,SUKRI BIN AHMAD,295,,,0,BEBAS,IENAN BIN KASSIM,59,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N40,BUKIT IBAM,091/40/02,KAMPUNG AUR 091/40/02,KAMPUNG AUR,SEK. KEB. KAMPUNGAUR,,609,570,38,1,UMNO,WAN KADRI BIN WAN MAHUSAIN,391,PAS,SUKRI BIN AHMAD,132,,,0,BEBAS,IENAN BIN KASSIM,47,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N40,BUKIT IBAM,091/40/03,KOTA BAHAGIA 091/40/03,KOTA BAHAGIA,SEK. KEB. LADANG KOTA BAHAGIA,,734,721,13,0,UMNO,WAN KADRI BIN WAN MAHUSAIN,535,PAS,SUKRI BIN AHMAD,144,,,0,BEBAS,IENAN BIN KASSIM,42,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N40,BUKIT IBAM,091/40/04,BUKIT SEROK 091/40/04,BUKIT SEROK,SEK. KEB. BUKIT SEROK,,585,568,16,1,UMNO,WAN KADRI BIN WAN MAHUSAIN,414,PAS,SUKRI BIN AHMAD,89,,,0,BEBAS,IENAN BIN KASSIM,65,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N40,BUKIT IBAM,091/40/05,FELDA KERATONG 2 091/40/05,FELDA KERATONG 2,SEK. KEB. LKTP KERATONG 2,,2151,2132,19,0,UMNO,WAN KADRI BIN WAN MAHUSAIN,1155,PAS,SUKRI BIN AHMAD,974,,,0,BEBAS,IENAN BIN KASSIM,3,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N40,BUKIT IBAM,091/40/06,FELDA KERATONG 3 091/40/06,FELDA KERATONG 3,SEK. KEB. LKTP KERATONG 3,,1732,1708,24,0,UMNO,WAN KADRI BIN WAN MAHUSAIN,1132,PAS,SUKRI BIN AHMAD,567,,,0,BEBAS,IENAN BIN KASSIM,9,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N40,BUKIT IBAM,091/40/07,FELDA KERATONG 5 091/40/07,FELDA KERATONG 5,SEK. AGAMA RAKYAT LKTP KERATONG 5,,1842,1819,23,0,UMNO,WAN KADRI BIN WAN MAHUSAIN,1034,PAS,SUKRI BIN AHMAD,783,,,0,BEBAS,IENAN BIN KASSIM,2,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N40,BUKIT IBAM,091/40/08,FELDA KERATONG 7 091/40/08,FELDA KERATONG 7,SEK. KEB. LKTP KERATONG 7,,1472,1462,10,0,UMNO,WAN KADRI BIN WAN MAHUSAIN,1126,PAS,SUKRI BIN AHMAD,332,,,0,BEBAS,IENAN BIN KASSIM,4,,,0,,,0,,,0,,,0
PAHANG,UNDI BIASA,P091,ROMPIN,N40,BUKIT IBAM,091/40/09,FELDA KERATONG 4 091/40/09,FELDA KERATONG 4,SEK. KEB. LKTP KERATONG 4,,2022,2002,18,2,UMNO,WAN KADRI BIN WAN MAHUSAIN,1123,PAS,SUKRI BIN AHMAD,878,,,0,BEBAS,IENAN BIN KASSIM,1,,,0,,,0,,,0,,,0
